Spreadsheet version 2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
max-pxcor;min-pycor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30
1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[step];mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens
41;22,62730917;23,90422844;23,11909189;24,70493487;23,15585188;24,24849926;24,18545571;23,57938769;24,9928924;25,89610761;24,74118908;23,43586987;23,6519739;22,28666946;23,00024334;22,42330869;23,18265982;24,84325234;22,94935484;24,65125739;24,03071672;23,89916656;23,41136173;23,34488729;24,08157946;25,15214632;24,60290706;24,46574014;25,02809488;24,3018849
42;22,63447584;23,97639511;23,21192523;24,7147682;23,15985188;24,2753326;24,22362238;23,56705436;25,0523924;25,93594094;24,75152242;23,42653653;23,6579739;22,32500279;23,00874334;22,39597535;23,15449315;24,83175234;22,9405215;24,68875739;24,00341405;23,92116656;23,38635093;23,37038729;24,05407946;25,16114632;24,59157373;24,47707347;25,05259488;24,2938849
43;22,62630917;24,00189511;23,22309189;24,77293487;23,13351854;24,33549926;24,24612238;23,58838769;25,04522573;25,97377427;24,70985575;23,3829818;23,69580723;22,29833612;22,96324334;22,41980869;23,10932648;24,85425234;22,91468817;24,67559073;24,04326648;23,87983323;23,39418426;23,41088729;24,06091279;25,16947966;24,58240706;24,45207347;25,05742821;24,28621823
44;22,71914251;24,05989511;23,21575856;24,7817682;23,10685188;24,3623326;24,23695571;23,60980171;25,0513924;25,98310761;24,70052242;23,35614847;23,6829739;22,30433612;22,95407667;22,44264202;23,09815982;24,87741901;22,90485484;24,69675739;24,01876648;23,91933323;23,46751759;23,47005396;24,06741279;25,24381299;24,58990706;24,47740681;25,04892821;24,32855156
45;22,72423381;24,13656177;23,25742523;24,85543487;23,16101854;24,38649926;24,24612238;23,59730626;25,0738924;26,07410761;24,69218908;23,3269818;23,70514056;22,34366946;22,95991;22,43397535;23,08599315;24,84758567;22,87668817;24,66859073;24,00959981;23,9444999;23,47401759;23,46088729;24,07507946;25,26547966;24,59724039;24,51907347;25,09009488;24,38255156
46;22,74640048;24,19522844;23,29859189;24,84810153;23,13285188;24,39571751;24,25028905;23,60130626;25,11572573;26,06244094;24,68118908;23,31581513;23,6949739;22,33533612;22,98407667;22,48980869;23,09415982;24,85408567;22,8645215;24,65875739;23,99959981;24,02001824;23,53285093;23,43255396;24,04707946;25,28814632;24,62024039;24,54307347;25,06476154;24,40521823
47;22,76990048;24,23956177;23,35642523;24,8727682;23,10401854;24,41938418;24,20645571;23,60930626;25,1408924;26,05177427;24,68685575;23,28931513;23,7044739;22,34466946;23,03891;22,56109409;23,06565982;24,82825234;22,86935484;24,73025739;24,00759981;24,04218491;23,54001759;23,44088018;24,02007946;25,34647966;24,67690706;24,58407347;25,09109488;24,49721823
48;22,74440048;24,23389511;23,41825856;24,86210153;23,07585188;24,45788418;24,24362238;23,61763959;25,1643924;26,02550538;24,67718908;23,2944818;23,7264739;22,33300279;23,06174334;22,56959409;23,03932648;24,80108567;22,84118817;24,74975739;23,99826648;24,04868491;23,56401759;23,48271351;24,07574612;25,37014632;24,66340706;24,59157347;25,08609488;24,52121823
49;22,71790048;24,27622844;23,44325856;24,8702682;23,03151854;24,46405085;24,24845571;23,62363959;25,12055907;26,03000538;24,66918908;23,26531513;23,7334739;22,35566946;23,05157667;22,57592742;23,07665982;24,84058567;22,8140215;24,75625739;24,00259981;24,12235157;23,63901759;23,54071351;24,02957946;25,34347966;24,63457373;24,56757347;25,08009488;24,5608849
50;22,72506714;24,35006177;23,40125856;24,85960153;22,98568521;24,43838418;24,25395571;23,59730626;25,1073924;26,00233871;24,66152242;23,2854818;23,70430723;22,31033612;23,02574334;22,60092742;23,08382648;24,84625234;22,81785484;24,72975739;23,99209981;24,12870486;23,71318426;23,58104684;24,00041279;25,33381299;24,64107373;24,58774014;25,15342821;24,5858849
51;22,67856714;24,39289511;23,44425856;24,85110153;22,93951966;24,42971751;24,20845571;23,58630626;25,1293924;26,05967204;24,63697416;23,27264847;23,70914056;22,31933612;22,99691;22,55942742;23,09165982;24,83591901;22,80568817;24,78525739;23,99743997;24,13587153;23,75185093;23,55504684;23,95624612;25,40814632;24,61257373;24,57890681;25,19159488;24,57655156
